,f1,f2,f4,f25,f26,f27
2616,30,22,2,0,0,0
2422,27,18,2,1,0,0
4902,33,25,2,0,0,0
273,19,12,1,0,0,0
6486,19,10,1,1,0,0
4332,75,27,4,0,3,0
9830,31,18,1,1,0,0
169,41,13,2,0,0,0
294,84,20,2,0,23,0
8289,67,26,3,0,0,0
8785,84,16,2,1,8,0
8173,40,17,1,1,2,0
1117,76,44,5,1,1,1
3666,77,17,2,1,3,0
6028,27,18,2,1,0,0
4532,120,17,4,0,0,0
3220,107,21,4,0,0,0
10952,29,22,2,0,0,0
990,23,15,2,0,0,0
3037,42,17,3,1,3,0
1099,23,15,2,0,0,0
143,15,8,1,0,0,0
764,18,10,2,0,0,0
11418,41,18,3,0,1,0
9294,26,17,2,1,0,0
4363,35,27,2,0,0,0
2708,795,35,12,0,131,0
9793,49,16,2,1,0,0
5061,60,26,2,0,5,5
1183,59,21,2,1,0,0
471,47,18,3,0,0,0
9946,20,7,1,0,0,0
9560,204,27,2,1,26,0
11316,40,14,4,0,0,0
3647,57,16,3,1,5,1
851,98,21,1,0,0,0
2878,25,17,2,0,0,0
8697,42,16,2,1,0,0
11283,56,21,2,0,0,0
9487,29,20,2,1,1,1
7299,29,22,2,0,0,0
2065,51,21,2,0,3,0
7321,118,42,4,1,26,0
5381,56,21,2,0,1,1
6470,37,17,2,0,0,0
3104,74,19,2,0,5,0
11171,27,18,3,1,0,0
4965,426,16,24,0,18,0
10769,62,16,2,1,0,0
5490,24,15,2,1,0,0
1468,39,22,3,0,0,0
4222,43,25,5,1,0,0
9207,36,27,2,1,0,0
3194,45,24,3,0,0,0
633,34,27,2,0,0,0
5141,122,31,2,0,34,14
3833,60,15,3,0,1,1
1822,64,26,2,0,0,0
3089,45,24,2,0,0,0
6534,46,13,3,0,0,0
983,71,19,1,0,0,0
9342,56,22,1,1,0,0
1658,28,20,2,1,0,0
6848,59,31,4,1,0,0
8991,66,30,2,0,10,0
5572,15,4,1,0,2,1
4348,63,20,3,0,0,0
7064,24,14,2,0,0,0
269,84,20,1,0,0,0
3041,78,50,4,1,9,0
773,36,20,2,0,0,0
4821,59,18,2,1,5,0
3131,25,16,2,1,0,0
9140,32,24,2,0,0,0
3373,33,10,2,0,0,0
1116,126,50,4,1,14,0
8758,15,4,1,0,1,1
4215,100,18,3,0,20,0
2595,19,10,2,1,0,0
9374,43,18,2,0,0,0
11281,30,21,2,1,0,0
1677,127,50,4,1,26,0
7427,27,19,2,0,0,0
10345,39,19,3,0,0,0
196,60,14,3,0,2,2
7250,123,17,5,1,20,0
9034,106,27,4,0,11,0
3535,46,14,3,0,0,0
205,27,20,1,0,0,0
9452,43,21,3,0,6,0
10288,27,20,2,0,0,0
1848,48,19,2,1,0,0
1656,148,16,2,1,32,0
6842,49,13,2,0,0,0
8698,326,19,6,1,62,0
4014,54,19,2,1,0,0
2796,243,37,2,1,54,2
8831,92,22,2,0,13,0
2294,31,16,2,0,0,0
7539,60,30,3,0,6,0
6677,20,12,3,0,9,9
9722,31,19,2,0,0,0
652,58,16,2,1,0,0
9760,63,24,3,0,0,0
1754,75,15,2,0,20,0
4967,107,14,6,0,1,0
1498,276,31,4,0,92,0
8195,62,16,2,1,0,0
9308,48,19,2,1,0,0
1667,74,39,3,0,6,0
8436,38,30,2,0,0,0
4778,49,26,1,0,1,0
7621,77,14,4,0,6,0
1793,40,19,2,0,0,0
11056,38,26,2,0,0,0
6876,111,29,2,0,0,0
844,29,21,2,0,2,2
6793,39,13,3,1,0,0
4693,54,13,3,0,0,0
10237,124,50,4,0,19,0
5068,168,12,2,1,24,0
1327,50,25,3,0,1,0
2770,26,19,2,0,0,0
2354,26,10,1,1,3,0
1191,32,10,2,0,0,0
8869,248,14,2,0,59,0
1890,60,18,2,0,0,0
6099,243,25,14,0,62,0
1377,51,17,2,0,4,0
4358,30,22,2,0,0,0
2542,50,42,4,0,2,2
6596,93,21,3,0,0,0
7569,26,11,1,0,0,0
850,69,18,2,0,0,0
10351,26,14,2,0,0,0
8710,48,27,3,0,3,3
61,60,35,5,0,2,2
10404,128,50,4,1,19,0
3069,50,15,2,0,0,0
9782,81,15,3,0,5,0
8134,44,12,4,1,0,0
334,44,27,4,0,0,0
5028,39,15,2,0,4,0
2263,17,8,1,1,0,0
9870,40,17,3,0,0,0
2186,54,19,1,0,1,0
551,44,22,3,1,0,0
7748,85,10,1,1,1,0
6032,34,13,1,0,0,0
10050,93,28,3,0,22,0
5592,21,13,2,0,0,0
1806,50,20,3,1,0,0
9291,43,14,2,1,0,0
8784,77,22,1,1,14,0
2614,45,27,5,1,0,0
11136,64,11,2,1,8,0
5867,85,19,4,1,0,0
1198,130,29,2,1,3,0
10218,24,15,3,1,0,0
1104,68,59,4,1,6,6
11336,52,24,2,0,4,3
293,41,20,2,0,0,0
1543,75,27,3,0,19,0
1264,39,30,2,1,0,0
86,32,23,2,1,0,0
830,63,13,2,0,0,0
10191,124,46,5,1,24,0
1926,55,18,2,0,8,0
8457,31,23,2,0,0,0
1853,35,21,1,0,0,0
8411,37,29,2,0,1,1
2686,47,26,3,0,0,0
9490,86,17,3,0,22,0
5090,66,18,2,1,0,0
10714,21,12,2,1,0,0
2406,23,14,2,1,0,0
1946,132,13,1,0,5,0
9135,54,23,3,0,0,0
809,30,21,2,1,0,0
2942,27,19,3,0,0,0
9827,70,18,3,0,0,0
10864,26,17,2,1,0,0
10305,67,24,3,0,0,0
9372,32,14,2,1,4,0
5389,36,28,2,0,0,0
3697,38,29,2,1,1,1
8948,36,25,2,0,0,0
10726,41,16,2,1,0,0
520,22,15,2,0,0,0
3703,44,12,4,1,0,0
1041,28,10,4,0,7,7
868,66,45,6,0,17,17
7558,123,14,2,0,0,0
7901,85,15,3,0,22,0
11130,72,14,4,1,4,0
6260,75,14,4,1,4,0
2054,48,16,2,0,0,0
7813,41,33,2,0,0,0
10057,23,14,2,1,1,1
5711,41,33,2,0,0,0
6404,52,19,4,1,0,0
10206,111,11,3,0,7,0
3906,56,23,2,1,2,0
6206,78,14,2,0,15,0
7454,44,13,3,1,0,0
8242,128,50,4,1,18,0
5271,70,26,3,0,3,3
9349,61,21,3,0,1,0
4024,28,21,2,0,0,0
5196,39,16,2,1,0,0
3481,46,37,2,1,0,0
7500,81,27,2,0,21,0
287,76,14,2,0,21,0
4920,134,50,4,0,20,0
4047,34,16,2,1,0,0
861,77,27,3,1,25,0
1620,106,19,2,0,23,0
9535,28,19,2,1,1,1
10161,62,20,3,0,1,0
7159,26,18,2,0,0,0
7363,42,29,6,0,1,1
11001,42,21,3,0,0,0
1318,79,21,3,0,7,0
10002,108,17,3,0,0,0
3101,33,24,2,1,0,0
9776,203,9,2,1,80,0
9461,85,16,1,1,0,0
6799,60,26,2,0,0,0
10542,72,20,2,0,0,0
1252,44,21,1,0,1,0
1001,59,18,2,0,1,0
11212,31,13,1,0,0,0
2989,89,15,2,0,10,0
8819,30,10,2,0,0,0
8186,1386,14,13,0,269,0
6231,57,16,2,1,0,0
9224,65,12,2,0,21,0
1504,70,17,1,0,8,0
735,113,15,2,0,9,0
3581,67,18,3,0,0,0
3698,45,36,2,1,0,0
8328,33,22,2,0,0,0
1880,29,21,2,0,0,0
6169,42,34,2,1,0,0
5002,43,15,2,1,0,0
1493,48,20,3,1,6,0
10729,76,21,5,1,4,0
4174,30,15,2,0,0,0
8178,68,42,4,0,7,0
8817,50,16,1,0,0,0
4182,124,13,3,0,4,0
10725,22,13,2,1,0,0
1668,27,16,1,0,0,0
2142,68,42,4,0,9,0
651,63,26,3,0,0,0
7217,26,17,2,1,0,0
4977,43,14,3,0,6,0
4402,54,16,2,1,0,0
4327,27,18,2,1,0,0
4807,28,16,2,1,0,0
6235,78,16,5,0,0,0
4783,42,34,2,0,0,0
3177,62,14,3,0,5,0
4390,93,22,1,0,28,0
1097,29,13,2,1,0,0
3728,76,50,4,0,7,0
4900,52,15,4,0,1,1
5481,29,20,2,1,0,0
8533,33,25,3,0,9,9
10641,28,20,2,0,0,0
2547,44,16,1,0,0,0
10888,35,21,3,1,0,0
6788,30,21,2,1,0,0
779,41,32,2,1,0,0
4488,46,27,4,1,1,1
3371,26,19,2,0,0,0
1346,21,12,2,1,0,0
10328,30,22,2,0,0,0
7972,31,14,3,0,0,0
10070,70,15,2,0,0,0
10565,107,19,2,0,23,0
3632,39,10,1,0,8,4
5338,29,20,2,1,0,0
4433,42,10,1,1,0,0
7182,188,24,4,0,38,2
9477,82,23,2,1,20,0
9715,64,25,3,1,8,8
2695,27,18,2,1,0,0
7654,77,26,2,0,22,0
10609,110,12,3,0,5,0
2575,108,27,4,1,14,0
8955,82,22,2,1,3,0
6010,35,27,3,0,0,0
10202,38,21,4,0,4,4
513,36,28,2,0,0,0
6927,49,24,2,0,0,0
11340,48,20,3,1,6,0
7816,70,29,1,0,0,0
7604,68,42,4,0,10,0
3474,129,6,4,0,16,0
2439,74,14,4,1,4,0
8998,23,15,2,0,0,0
1284,87,14,2,0,6,0
1282,49,28,3,0,4,4
7928,55,26,2,0,0,0
7216,74,15,2,1,15,0
5591,25,18,2,0,0,0
6562,21,13,2,0,0,0
10295,64,28,6,0,5,0
5318,123,46,5,1,14,0
6355,78,69,4,1,9,9
2853,19,10,1,1,0,0
3289,121,24,2,0,28,0
3758,31,23,2,0,0,0
5253,25,14,2,0,0,0
7511,80,23,2,0,2,0
1938,23,14,2,1,0,0
909,127,61,3,1,43,22
5040,47,7,1,1,5,1
1948,74,39,3,0,6,0
6563,49,14,2,0,0,0
4289,75,19,2,1,12,0
9533,22,13,2,1,0,0
10253,57,21,2,1,0,0
10547,26,18,2,0,0,0
9954,33,12,2,0,7,0
3385,46,22,1,1,1,0
565,25,16,2,1,0,0
10743,71,18,2,1,0,0
1413,41,16,3,0,7,0
8023,25,17,3,0,0,0
9191,22,14,3,0,11,11
10753,96,15,2,1,4,0
3939,71,20,4,0,0,0
6707,127,50,4,1,23,0
1618,51,17,4,0,0,0
6583,49,21,2,0,0,0
6077,32,11,1,1,0,0
3537,48,41,4,0,0,0
225,29,20,3,1,0,0
11200,50,13,3,0,1,0
7451,44,21,2,0,0,0
8418,44,22,2,1,0,0
7382,65,16,2,1,0,0
3308,79,60,4,1,23,22
1015,22,15,1,0,0,0
4946,42,13,2,0,0,0
9122,55,15,3,0,0,0
9264,41,14,4,0,11,11
4607,51,22,2,0,0,0
1197,32,8,1,0,0,0
10401,34,25,3,1,0,0
10634,51,22,2,0,0,0
2536,55,17,2,0,0,0
285,53,14,2,0,2,0
11140,36,20,1,0,0,0
7674,70,21,2,1,5,0
10842,32,25,2,0,3,3
2665,49,17,2,0,0,0
3942,373,35,3,1,49,1
5195,23,15,2,0,0,0
2383,204,15,3,1,79,2
7759,14,7,1,0,0,0
1846,26,17,2,1,0,0
4463,31,23,2,0,0,0
1801,49,25,2,0,0,0
4861,21,6,1,1,0,0
2949,45,25,2,1,0,0
8597,24,17,2,0,0,0
11068,80,32,3,1,0,0
9094,23,16,2,0,0,0
7122,36,27,3,1,0,0
8603,47,12,3,0,1,0
8361,39,30,2,1,0,0
5486,36,15,3,0,0,0
1956,45,18,2,1,1,0
4340,84,17,3,0,8,0
9494,55,16,2,1,0,0
2348,58,14,2,1,9,0
3935,22,14,2,0,0,0
5077,71,24,2,0,0,0
1838,45,11,2,0,0,0
8565,29,22,2,0,0,0
8508,52,24,3,1,0,0
11070,403,12,4,0,164,3
6359,33,24,2,1,0,0
10368,35,15,2,0,0,0
4754,19,12,1,0,0,0
8259,60,15,1,1,0,0
4369,60,26,3,0,0,0
5361,35,14,2,1,0,0
9074,48,23,2,1,0,0
7355,42,8,2,0,0,0
6934,58,24,3,0,0,0
3165,69,14,2,0,0,0
6638,43,16,2,1,0,0
9669,45,17,3,1,0,0
39,31,24,2,0,0,0
7616,53,15,2,1,2,0
9939,50,12,2,0,0,0
10561,63,16,3,0,2,0
3794,35,27,2,0,0,0
11250,24,16,3,0,0,0
3381,156,15,4,0,25,0
2303,60,25,3,0,0,0
9985,150,34,2,1,5,0
5723,42,15,2,1,3,0
6908,65,16,3,0,6,0
56,81,27,2,0,23,0
1141,28,20,2,0,0,0
738,29,20,2,1,0,0
5016,127,50,4,1,22,0
1619,29,20,2,1,0,0
9841,45,18,2,0,4,0
455,49,25,2,0,0,0
581,18,9,1,1,0,0
4930,71,46,3,0,20,20
2609,43,35,2,0,4,4
7387,41,19,2,0,0,0
2881,52,18,2,1,0,0
4610,83,16,2,1,2,0
9924,62,10,1,0,22,0
2236,36,22,2,1,0,0
4354,35,17,2,0,0,0
4260,51,17,2,0,0,0
7001,20,13,1,0,0,0
1012,66,44,2,0,9,9
3441,118,42,4,0,18,0
6579,48,7,1,1,9,1
4629,45,17,1,0,0,0
2281,29,17,2,0,0,0
3885,68,40,6,0,2,2
4903,65,25,3,0,1,1
5394,218,12,4,0,36,9
6846,19,10,2,1,0,0
3462,48,16,2,1,0,0
4267,39,22,2,0,1,0
8856,84,6,3,1,15,0
5534,47,17,2,0,0,0
10059,90,26,3,0,2,2
1470,29,15,3,0,13,12
4428,238,24,14,1,37,0
8654,39,17,3,0,0,0
1304,45,16,2,1,0,0
5111,34,12,3,0,0,0
5054,56,20,2,0,10,0
9407,36,27,2,1,0,0
7637,78,26,4,1,8,8
9320,36,16,3,0,0,0
2338,149,18,2,0,39,0
2583,72,41,5,0,5,5
6588,26,15,3,1,0,0
3160,22,15,1,0,0,0
5264,21,13,3,0,10,10
6086,102,13,3,0,0,0
10613,19,10,2,1,0,0
10770,24,16,2,0,0,0
4243,59,10,2,0,0,0
10779,84,20,2,0,6,0
1778,26,18,2,0,0,0
1212,56,18,2,0,0,0
6925,21,13,2,0,0,0
6106,30,22,2,0,0,0
7670,127,61,3,1,44,23
4672,34,25,2,1,0,0
262,41,32,2,1,4,4
4335,99,15,2,1,7,0
3087,57,22,3,0,0,0
6449,51,23,2,0,0,0
5382,36,27,2,1,0,0
3574,159,40,6,0,26,6
8598,31,23,2,0,0,0
895,50,21,2,0,3,0
4856,80,12,2,1,0,0
8979,80,47,5,1,2,0
7899,25,17,2,1,0,0
130,51,14,5,0,0,0
10235,46,14,2,0,2,0
2075,37,30,3,0,0,0
5515,23,14,2,1,0,0
1630,458,23,5,1,187,0
5154,19,10,2,1,0,0
4291,45,14,3,0,8,0
801,23,13,2,0,0,0
6195,23,15,2,0,0,0
2773,94,27,4,0,0,0
3790,34,25,2,1,0,0
10836,61,27,4,0,3,0
7143,24,15,2,1,0,0
2715,128,50,4,1,11,0
730,56,29,2,0,3,1
9424,88,21,3,1,8,0
8181,80,72,2,0,0,0
4359,37,28,2,1,0,0
10662,67,24,2,0,0,0
4534,66,38,5,0,0,0
3761,45,16,2,0,0,0
4923,648,18,3,1,132,0
3222,34,16,2,1,0,0
522,121,57,2,1,17,7
11403,39,9,2,0,0,0
9348,33,15,1,0,0,0
11103,132,30,5,1,24,0
9818,21,12,2,1,0,0
8253,132,16,3,1,5,0
1312,41,32,2,1,0,0
10179,135,21,2,0,28,0
8645,37,22,2,0,0,0
7864,67,14,2,0,18,0
96,28,19,2,1,0,0
10602,121,20,2,1,5,0
8046,31,23,2,0,0,0
2930,42,16,3,1,5,0
4686,54,15,2,0,0,0
6310,60,17,1,1,0,0
11112,27,18,2,1,0,0
9360,42,18,4,1,0,0
5762,18,9,1,1,0,0
8650,24,15,2,1,0,0
8671,160,21,3,0,24,0
1844,51,18,2,0,0,0
10672,79,30,2,0,0,0
5735,32,25,2,0,0,0
1273,62,15,3,0,1,0
9583,61,30,2,0,0,0
9812,44,15,3,0,6,0
10142,58,18,5,0,1,0
3660,96,31,2,0,0,0
7052,46,11,2,1,0,0
2986,27,18,2,1,0,0
11063,34,21,3,0,6,6
179,204,27,2,1,27,0
10047,23,14,2,1,0,0
2074,55,21,2,0,0,0
2155,84,14,3,0,0,0
1281,42,12,2,0,2,2
6272,44,28,2,0,0,0
3614,32,25,2,0,0,0
8973,342,16,4,1,103,0
7691,52,15,2,0,5,0
2946,50,18,2,0,1,0
7840,42,17,2,1,0,0
2062,39,25,2,0,8,8
3637,40,32,2,0,0,0
6379,71,24,2,0,4,0
10649,26,17,2,1,0,0
163,67,17,3,0,0,0
1602,43,21,2,0,0,0
2466,29,22,2,0,1,1
11417,69,23,3,0,5,0
278,40,16,2,1,0,0
6504,17,8,1,1,0,0
5834,25,12,2,1,0,0
5198,27,5,1,0,0,0
3624,75,18,3,1,0,0
11222,62,27,2,0,1,0
1783,45,13,2,0,0,0
4976,189,9,2,1,88,0
10797,20,11,1,1,0,0
3947,41,16,2,1,0,0
2521,46,21,3,0,0,0
9013,45,22,1,1,1,0
6112,33,14,2,1,3,2
2258,42,11,2,0,0,0
1297,54,35,2,0,1,1
408,39,32,2,0,0,0
3397,159,13,4,1,20,0
11285,62,28,3,0,0,0
870,22,14,3,0,0,0
9590,29,20,2,1,0,0
6917,27,19,2,0,0,0
5458,30,21,2,1,1,1
10232,34,25,3,1,0,0
838,48,20,3,1,6,0
6421,178,26,4,1,34,0
347,26,17,2,1,0,0
9527,38,31,2,0,4,4
3870,92,73,5,0,0,0
5025,31,13,3,0,10,10
10203,28,20,2,0,2,2
1689,110,34,4,1,6,0
8667,104,28,4,0,26,0
5031,71,19,2,0,0,0
10911,56,18,1,0,0,0
4226,33,25,2,0,0,0
4288,50,14,2,0,0,0
83,27,19,3,0,0,0
4615,87,14,3,0,27,0
7665,78,38,3,1,7,3
8299,38,17,1,1,0,0
3795,24,15,2,1,0,0
4321,38,21,2,1,1,1
6337,129,73,5,1,41,35
10953,52,23,3,0,0,0
5137,37,28,3,1,0,0
9085,30,22,2,0,0,0
6541,50,20,2,0,0,0
2194,82,16,2,1,4,0
3740,27,19,2,0,0,0
968,136,38,2,1,13,0
2017,45,14,3,0,0,0
4158,32,23,2,1,0,0
36,113,24,5,0,0,0
3152,36,27,2,1,0,0
6484,22,13,2,1,0,0
4940,38,13,1,1,5,0
5668,109,21,2,1,6,0
4474,44,14,3,0,7,0
11045,51,16,1,1,0,0
5086,96,37,3,0,0,0
9521,88,28,2,1,5,0
3995,30,22,2,0,0,0
10596,39,21,2,0,0,0
5332,41,9,1,0,0,0
10442,34,25,2,1,0,0
6218,99,25,3,0,1,0
4457,48,31,3,0,3,3
831,65,20,2,0,0,0
6537,46,15,3,0,4,0
1791,71,14,2,0,13,0
6872,50,13,3,0,1,0
8399,49,27,2,0,0,0
243,49,26,3,0,1,0
4149,128,50,4,1,20,0
2366,69,61,7,0,4,4
8594,42,18,2,0,0,0
9100,46,11,1,0,2,0
3197,23,15,2,0,1,1
10682,17,9,1,0,0,0
2685,26,17,2,1,0,0
871,30,23,2,0,0,0
6906,53,17,2,0,10,0
1980,51,28,2,0,0,0
6083,63,21,1,0,0,0
4366,43,16,2,1,0,0
8662,41,23,2,0,0,0
6283,52,26,2,0,0,0
4933,36,21,2,0,3,3
10579,58,13,1,1,6,0
2934,29,21,2,0,0,0
7156,33,15,1,1,0,0
1823,24,15,2,1,0,0
538,33,24,2,1,8,8
2594,46,18,3,0,0,0
6293,26,8,1,0,0,0
1654,49,14,2,1,0,0
3782,56,21,2,0,0,0
6509,24,15,2,1,0,0
6939,25,15,2,0,1,1
2397,31,16,2,0,0,0
4423,36,12,1,1,0,0
4510,45,24,3,0,0,0
1900,23,15,2,1,0,0
1812,61,16,2,1,0,0
245,30,22,2,0,0,0
5118,32,15,2,1,1,0
92,84,25,3,0,3,0
11029,34,12,2,0,0,0
5970,45,28,5,0,0,0
3100,84,17,2,1,6,0
10529,57,16,2,1,0,0
6655,84,20,3,0,6,0
7165,31,23,3,0,0,0
1967,28,19,2,1,0,0
2447,87,17,2,1,8,0
10719,72,14,2,0,2,0
10855,46,25,2,0,0,0
5647,50,15,1,1,0,0
8649,43,34,2,1,0,0
5354,33,12,2,0,0,0
1571,72,16,2,0,7,0
6079,59,26,3,0,0,0
8363,38,29,2,1,3,3
8351,25,17,2,0,0,0
1792,50,21,2,0,4,0
7923,40,12,2,0,0,0
9027,106,17,3,0,0,0
10792,128,50,4,1,21,0
9770,81,33,2,0,0,0
6186,22,12,1,0,0,0
4880,38,15,3,0,12,12
5594,72,22,5,1,0,0
8621,27,16,1,0,0,0
10125,42,14,3,0,5,0
8415,87,33,4,1,6,0
8630,123,21,5,0,0,0
5943,61,21,3,0,0,0
8304,44,13,2,0,4,0
2486,57,21,2,0,10,0
5727,40,31,2,1,3,3
11073,102,13,1,1,6,0
2889,25,16,2,1,0,0
4587,183,37,2,1,39,2
2639,105,14,2,0,5,0
10999,81,18,7,0,2,0
10383,60,44,5,0,0,0
10133,124,16,3,0,1,1
947,93,19,3,0,0,0
10942,47,16,3,0,0,0
6267,52,14,3,0,0,0
2474,25,17,2,0,0,0
1573,52,25,2,0,0,0
3880,74,18,3,0,0,0
9564,36,29,2,0,0,0
1161,68,26,3,0,0,0
4322,31,18,2,1,0,0
8407,44,25,2,0,0,0
3742,59,33,2,0,2,1
6829,39,31,2,0,3,3
6792,83,22,4,0,19,0
8053,45,27,5,1,1,1
11299,129,6,3,1,16,0
7066,47,26,2,0,0,0
6408,128,50,4,1,24,0
8016,71,19,4,1,0,0
5928,34,26,2,0,0,0
2049,45,29,2,0,22,15
3428,71,15,3,1,0,0
4953,32,24,2,0,0,0
6656,26,18,1,0,0,0
10411,55,20,2,0,0,0
5377,66,8,2,0,10,0
2405,25,18,2,0,0,0
11058,59,21,2,0,0,0
6665,50,27,2,1,0,0
7865,140,32,2,1,4,0
10170,37,18,2,0,0,0
10618,23,14,2,1,0,0
4331,34,15,2,0,0,0
955,43,25,2,0,0,0
6064,106,14,3,0,4,0
3370,44,24,3,1,4,3
4333,62,16,2,1,10,0
4129,34,15,2,0,0,0
9469,99,25,2,1,3,0
9383,36,28,2,0,0,0
7278,46,14,2,0,8,0
8467,69,11,3,0,0,0
611,42,33,4,1,0,0
2126,217,22,9,0,33,0
4918,49,27,3,0,6,6
7724,20,11,2,1,0,0
10968,17,8,1,1,0,0
6436,69,16,2,0,0,0
11363,95,18,4,1,7,0
3296,35,14,1,0,0,0
4733,48,13,2,0,5,0
4633,51,18,3,0,0,0
7968,72,15,3,1,0,0
2414,68,18,2,0,19,1
6210,37,30,4,0,0,0
386,38,29,2,1,0,0
6087,52,15,2,1,0,0
10670,81,19,2,0,21,0
8247,126,18,3,1,11,0
7954,62,11,3,0,3,0
9675,41,17,3,0,0,0
8774,128,14,2,0,57,2
594,77,23,1,0,23,0
10527,112,22,3,0,6,0
2077,38,29,1,1,0,0
4709,35,27,2,0,2,2
3396,74,18,3,0,0,0
5710,34,15,1,0,0,0
4873,39,31,2,0,0,0
9559,23,14,2,1,0,0
2551,41,11,3,1,0,0
5778,44,27,2,0,2,0
8044,50,22,2,0,0,0
6767,115,19,3,0,17,0
1622,116,26,3,1,8,0
5571,44,25,3,1,3,3
11046,30,22,2,0,0,0
2427,30,23,2,0,0,0
8422,52,24,2,0,2,0
4401,25,11,2,0,0,0
9505,90,67,6,1,14,11
3733,76,16,3,0,6,0
6613,61,15,2,1,5,0
2516,34,16,4,0,0,0
7190,86,27,3,1,26,0
10340,61,18,3,0,0,0
5737,20,4,1,1,1,0
2182,52,23,2,0,2,0
4564,60,19,3,0,0,0
9054,52,22,4,1,2,0
3523,48,15,3,0,0,0
5421,23,14,2,1,0,0
1259,104,6,4,1,15,0
7430,18,11,2,0,0,0
4070,28,20,2,0,0,0
263,33,24,2,1,0,0
5272,114,68,6,0,57,30
1632,104,16,2,1,5,0
606,90,23,3,0,5,0
4094,97,17,2,0,0,0
8709,47,20,3,1,0,0
5968,70,16,2,0,0,0
91,151,10,3,0,41,0
1350,31,22,2,1,0,0
3540,32,23,2,1,0,0
3472,55,19,2,1,5,0
9820,41,31,2,0,0,0
9198,72,36,2,0,0,0
8581,40,32,2,0,6,6
7412,115,42,4,0,22,0
853,37,20,2,0,0,0
2346,39,25,2,1,8,8
8228,31,22,2,1,0,0
3050,72,12,2,0,8,0
5506,65,21,2,0,0,0
9565,67,18,2,0,6,0
10054,30,21,1,1,0,0
10798,64,12,2,0,0,0
9337,36,29,2,0,0,0
5280,90,18,5,0,21,0
2900,30,21,2,1,0,0
4968,40,13,4,0,10,10
2632,19,10,2,1,0,0
10149,36,27,2,1,0,0
11312,41,33,2,0,0,0
3919,68,10,2,0,3,3
624,60,14,2,1,0,0
4952,78,25,3,0,11,0
2431,39,19,2,0,0,0
6928,34,17,2,0,0,0
5422,74,58,4,0,4,4
4263,18,11,2,0,1,1
3874,25,17,3,0,0,0
1305,63,21,2,1,0,0
11270,29,21,2,1,0,0
7043,78,15,2,1,8,0
8443,83,16,2,1,5,0
3196,45,16,2,0,0,0
970,31,22,3,1,0,0
1777,29,20,2,1,0,0
101,29,20,2,1,0,0
5103,22,14,2,0,0,0
11185,26,10,1,1,1,0
9755,74,7,1,0,0,0
11085,18,11,2,0,0,0
4546,26,17,2,1,0,0
5556,39,31,1,0,1,1
10141,33,24,2,1,2,2
3699,28,20,2,0,0,0
8131,49,10,1,0,6,0
5840,127,50,4,1,22,0
888,26,17,2,1,0,0
4614,23,15,2,0,0,0
6123,33,25,3,0,0,0
8968,19,11,1,1,0,0
8842,47,29,2,0,2,0
1236,41,32,2,1,0,0
716,44,11,2,0,0,0
10661,53,21,2,0,3,0
2138,23,14,2,1,0,0
8970,54,22,3,0,0,0
4779,26,6,1,1,0,0
4060,73,21,3,0,6,0
7745,76,15,6,0,7,0
4185,41,33,4,0,0,0
9917,180,41,3,1,9,0
6634,37,28,3,1,0,0
7394,38,16,2,1,0,0
10097,77,18,3,1,4,0
9522,18,11,2,0,1,1
858,21,12,2,1,0,0
8058,38,11,3,1,0,0
10994,130,13,3,0,14,0
4015,45,23,4,0,3,3
10989,55,25,2,1,0,0
9095,110,20,2,0,43,0
10483,34,0,2,1,0,0
832,65,48,3,0,6,6
414,17,10,1,0,0,0
8741,24,16,2,0,0,0
4453,31,23,2,0,0,0
6460,64,19,2,0,11,0
11007,55,21,3,0,4,0
407,38,13,3,1,3,2
8935,41,16,2,1,0,0
580,44,18,2,0,0,0
5792,157,14,2,1,18,0
2717,26,17,2,1,0,0
5461,45,16,3,0,8,0
9962,59,20,3,0,0,0
8894,39,31,4,0,0,0
10428,53,20,3,0,3,0
1722,80,33,6,1,8,7
10391,46,16,2,1,1,0
7028,21,14,1,0,0,0
854,28,10,1,0,0,0
8208,54,21,2,0,0,0
6380,77,14,4,1,4,0
5497,34,22,2,1,0,0
4879,63,21,5,0,3,0
5557,51,43,2,0,5,5
3584,31,18,2,0,0,0
213,126,50,4,1,21,0
7210,44,14,2,1,5,3
1679,73,33,3,0,2,0
478,72,25,2,1,2,0
7197,48,23,3,1,0,0
5489,171,20,6,0,26,0
5631,51,25,3,0,6,6
6207,58,24,5,1,3,3
5527,228,29,3,1,39,0
7566,53,14,2,1,0,0
5952,57,30,2,0,0,0
7823,66,47,5,0,0,0
1415,213,18,3,0,92,0
7379,128,50,4,1,19,0
8383,19,10,1,1,0,0
1959,45,29,2,0,1,0
2736,30,21,2,1,0,0
6600,21,14,3,0,0,0
2382,68,17,4,0,0,0
9040,140,13,1,0,1,0
10259,35,26,2,1,0,0
9922,75,17,3,0,0,0
7189,48,17,2,0,0,0
9459,48,17,3,1,0,0
3748,79,13,3,1,11,0
8536,27,20,2,0,0,0
3322,35,27,2,0,0,0
6582,47,35,2,0,1,0
9620,24,16,2,0,0,0
4115,38,30,2,0,0,0
5411,39,18,2,0,0,0
9227,45,14,3,0,2,0
2136,53,15,2,0,2,0
7516,32,25,2,0,0,0
3355,26,17,2,1,0,0
6492,43,11,2,0,2,2
8918,35,27,2,0,0,0
4415,23,14,2,1,0,0
8297,80,15,2,1,8,0
