,f1,f2,f4,f25,f26,f27
2601,167,16,5,0,26,0
2602,28,20,2,0,0,0
2603,143,24,3,0,12,0
2604,37,19,2,0,0,0
2605,20,9,1,0,1,0
2606,128,50,4,1,26,0
2607,41,20,2,0,0,0
2608,25,16,2,1,0,0
2609,43,35,2,0,4,4
2610,128,50,4,1,16,0
2611,53,12,2,1,0,0
2612,80,23,3,0,6,0
2613,29,20,2,1,0,0
2614,45,27,5,1,0,0
2615,26,19,1,0,0,0
2616,30,22,2,0,0,0
2617,35,27,2,0,11,11
2618,36,27,2,1,0,0
2619,29,20,2,1,1,1
2620,42,15,2,1,8,0
2621,34,16,2,1,0,0
2622,33,25,2,0,0,0
2623,63,14,3,0,6,0
2624,112,13,3,0,2,0
2625,35,10,2,0,3,0
2626,29,13,1,0,0,0
2627,39,24,1,1,0,0
2628,47,31,4,1,10,10
2629,25,16,2,1,0,0
2630,35,26,2,1,0,0
2631,121,19,1,0,0,0
2632,19,10,2,1,0,0
2633,47,23,1,0,0,0
2634,39,15,2,1,0,0
2635,31,23,2,0,0,0
2636,231,10,3,0,49,0
2637,29,20,2,1,2,2
2638,44,12,1,0,0,0
2639,105,14,2,0,5,0
2640,64,17,2,0,3,0
2641,96,14,2,0,19,0
2642,24,12,2,0,0,0
2643,69,42,4,1,8,0
2644,39,17,2,0,0,0
2645,65,17,2,0,0,0
2646,39,20,3,0,1,0
2647,33,26,2,0,0,0
2648,117,19,2,1,0,0
2649,55,19,3,1,0,0
2650,128,50,4,1,28,0
2651,43,15,2,1,0,0
2652,112,35,2,1,7,0
2653,86,19,4,0,34,0
2654,39,13,2,0,0,0
2655,67,21,1,0,4,0
2656,22,14,1,0,0,0
2657,48,19,3,0,0,0
2658,32,24,3,0,4,4
2659,110,22,2,0,20,0
2660,40,18,2,0,0,0
2661,37,17,2,1,0,0
2662,34,13,3,0,0,0
2663,54,17,2,0,5,0
2664,36,27,2,1,0,0
2665,49,17,2,0,0,0
2666,34,27,2,0,0,0
2667,26,18,2,0,0,0
2668,43,17,2,1,0,0
2669,81,24,2,0,6,0
2670,29,20,2,1,0,0
2671,81,22,1,0,22,0
2672,56,20,2,1,0,0
2673,78,18,1,0,1,0
2674,64,11,2,1,8,0
2675,46,18,1,1,0,0
2676,96,22,1,0,0,0
2677,48,15,3,1,0,0
2678,39,15,2,0,0,0
2679,32,23,2,1,1,1
2680,41,14,3,0,0,0
2681,118,42,4,0,23,0
2682,30,21,2,1,0,0
2683,63,19,3,0,0,0
2684,26,17,2,1,0,0
2685,26,17,2,1,0,0
2686,47,26,3,0,0,0
2687,82,16,2,1,7,0
2688,28,20,2,0,0,0
2689,20,11,2,1,0,0
2690,102,23,3,0,1,0
2691,61,27,2,1,0,0
2692,45,18,3,0,0,0
2693,75,66,4,1,41,41
2694,135,17,2,1,29,0
2695,27,18,2,1,0,0
2696,20,13,2,0,0,0
2697,128,50,4,1,23,0
2698,70,45,5,1,17,17
2699,42,15,1,1,0,0
2700,64,17,2,1,9,0
2701,45,18,2,1,0,0
2702,42,35,4,0,0,0
2703,77,13,3,0,2,2
2704,31,23,2,0,0,0
2705,43,25,2,0,0,0
2706,126,61,3,0,44,23
2707,113,15,2,1,6,0
2708,795,35,12,0,131,0
2709,63,7,3,1,2,0
2710,210,14,4,0,76,0
2711,26,18,2,0,0,0
2712,56,16,2,1,0,0
2713,46,23,3,0,0,0
2714,54,45,2,1,12,12
2715,128,50,4,1,11,0
2716,34,16,2,1,0,0
2717,26,17,2,1,0,0
2718,63,12,3,0,7,0
2719,38,21,2,0,1,0
2720,115,29,2,0,11,6
2721,43,22,2,0,0,0
2722,33,21,2,1,0,0
2723,61,17,3,0,4,4
2724,21,6,1,1,3,0
2725,58,40,5,0,2,2
2726,29,11,3,1,1,0
2727,203,18,8,0,0,0
2728,56,7,1,0,3,1
2729,48,39,2,1,0,0
2730,28,21,2,0,1,1
2731,46,9,2,0,0,0
2732,47,22,2,1,0,0
2733,35,17,2,0,0,0
2734,22,14,2,0,0,0
2735,81,20,2,0,0,0
2736,30,21,2,1,0,0
2737,25,16,2,1,0,0
2738,103,16,2,1,5,0
2739,50,12,2,1,0,0
2740,94,29,3,0,9,0
2741,167,12,2,0,20,0
2742,18,10,2,0,0,0
2743,36,20,2,0,0,0
2744,51,18,2,0,0,0
2745,42,34,2,0,2,2
2746,105,22,4,1,18,0
2747,31,11,2,0,0,0
2748,253,12,14,0,61,0
2749,28,20,2,0,0,0
2750,23,15,2,0,0,0
2751,42,30,2,0,1,1
2752,29,22,2,0,3,3
2753,119,17,4,0,0,0
2754,56,16,2,1,0,0
2755,29,12,1,0,3,3
2756,36,16,2,0,0,0
2757,31,15,2,0,0,0
2758,42,34,5,0,0,0
2759,82,16,2,1,5,0
2760,28,19,2,1,0,0
2761,38,23,3,0,0,0
2762,47,19,2,0,0,0
2763,39,30,2,1,0,0
2764,54,16,3,0,0,0
2765,404,11,2,0,49,0
2766,78,25,3,0,3,0
2767,69,33,2,0,10,0
2768,31,14,2,0,0,0
2769,57,23,2,0,0,0
2770,26,19,2,0,0,0
2771,31,23,2,1,0,0
2772,67,15,2,0,0,0
2773,94,27,4,0,0,0
2774,77,16,1,0,0,0
2775,16,7,1,1,0,0
2776,68,18,3,0,12,0
2777,29,11,1,1,0,0
2778,49,26,2,0,0,0
2779,50,10,3,0,4,0
2780,28,13,2,1,0,0
2781,18,11,2,0,0,0
2782,46,12,1,0,0,0
2783,29,21,2,0,0,0
2784,23,14,2,1,0,0
2785,58,16,3,0,0,0
2786,27,18,2,1,0,0
2787,63,21,2,0,4,0
2788,101,11,1,1,5,0
2789,125,50,4,0,23,0
2790,42,19,2,0,0,0
2791,19,10,2,1,0,0
2792,19,12,2,0,0,0
2793,32,23,2,1,0,0
2794,51,21,2,0,3,0
2795,66,16,2,1,0,0
2796,243,37,2,1,54,2
2797,73,14,1,0,0,0
2798,44,18,2,0,0,0
2799,70,22,2,0,0,0
2800,27,19,2,0,0,0
2801,26,17,2,1,0,0
2802,23,13,2,0,0,0
2803,27,19,2,0,0,0
2804,21,12,2,1,0,0
2805,49,24,3,0,0,0
2806,38,31,2,0,0,0
2807,218,13,1,0,48,0
2808,29,15,3,0,0,0
2809,32,23,2,1,0,0
2810,34,26,4,0,2,2
2811,93,14,2,0,24,0
2812,133,13,1,1,5,0
2813,39,15,2,0,0,0
2814,128,50,4,1,18,0
2815,48,14,3,0,4,0
2816,28,19,2,1,0,0
2817,37,28,2,1,0,0
2818,24,15,2,1,0,0
2819,27,15,2,1,0,0
2820,372,319,5,0,140,140
2821,22,13,2,1,0,0
2822,39,24,2,0,0,0
2823,40,13,3,0,0,0
2824,35,13,3,0,0,0
2825,42,27,2,0,0,0
2826,69,15,2,1,0,0
2827,47,39,2,0,0,0
2828,50,18,1,0,0,0
2829,22,14,2,0,0,0
2830,32,19,2,1,0,0
2831,105,32,3,0,30,14
2832,38,31,2,0,0,0
2833,319,16,4,1,113,0
2834,142,29,3,1,9,1
2835,24,15,2,1,0,0
2836,91,11,2,0,27,0
2837,18,9,1,1,0,0
2838,28,20,2,0,0,0
2839,73,41,4,1,5,5
2840,53,16,2,1,0,0
2841,43,16,2,1,0,0
2842,37,10,2,0,0,0
2843,72,17,2,1,14,0
2844,66,26,2,1,7,0
2845,30,23,2,0,2,2
2846,20,11,2,1,0,0
2847,59,17,2,0,8,0
2848,153,15,2,0,24,0
2849,32,23,2,1,0,0
2850,41,12,3,0,0,0
2851,50,20,3,1,0,0
2852,37,11,2,0,0,0
2853,19,10,1,1,0,0
2854,92,36,2,0,8,0
2855,117,38,2,0,23,0
2856,47,32,3,0,0,0
2857,52,23,3,0,10,6
2858,109,28,7,0,4,0
2859,33,16,2,1,1,0
2860,43,15,2,1,0,0
2861,85,18,4,0,33,0
2862,44,12,3,1,0,0
2863,75,23,4,1,0,0
2864,50,16,2,1,0,0
2865,62,13,2,0,8,0
2866,30,22,2,0,0,0
2867,128,50,4,1,16,0
2868,45,14,3,0,0,0
2869,29,22,2,0,2,2
2870,261,212,13,0,48,43
2871,22,9,2,0,0,0
2872,24,16,2,0,0,0
2873,77,27,3,0,10,0
2874,188,13,4,0,90,10
2875,21,13,1,0,0,0
2876,162,15,6,0,43,0
2877,115,22,3,0,14,0
2878,25,17,2,0,0,0
2879,74,20,2,0,0,0
2880,31,14,3,0,0,0
2881,52,18,2,1,0,0
2882,40,22,2,0,0,0
2883,59,29,3,0,0,0
2884,57,28,3,1,0,0
2885,37,28,2,1,0,0
2886,25,13,1,1,0,0
2887,77,8,2,0,3,0
2888,47,11,2,0,0,0
2889,25,16,2,1,0,0
2890,34,25,2,1,0,0
2891,44,27,2,0,0,0
2892,25,10,1,1,4,0
2893,127,50,4,1,24,0
2894,38,16,2,1,0,0
2895,79,51,5,0,10,10
2896,19,10,2,1,0,0
2897,82,16,2,1,5,0
2898,40,17,1,1,0,0
2899,40,10,1,1,0,0
2900,30,21,2,1,0,0
2901,25,16,2,1,0,0
2902,36,14,1,0,0,0
2903,26,14,1,0,1,0
2904,38,30,3,0,0,0
2905,210,11,2,0,88,0
2906,32,24,2,0,0,0
2907,126,50,4,1,18,0
2908,96,14,3,0,27,0
2909,30,22,2,0,0,0
2910,25,18,2,0,0,0
2911,27,18,2,1,0,0
2912,82,12,1,0,8,0
2913,50,19,1,1,0,0
2914,92,17,1,1,7,0
2915,77,23,1,0,23,0
2916,42,14,3,0,5,0
2917,38,12,1,0,4,0
2918,26,19,2,0,0,0
2919,180,12,6,0,43,0
2920,97,11,1,0,29,0
2921,17,10,1,0,0,0
2922,35,26,2,1,0,0
2923,72,16,2,1,5,0
2924,27,18,3,1,0,0
2925,16,5,1,1,1,1
2926,63,10,2,1,0,0
2927,83,11,1,0,13,0
2928,41,16,1,0,4,0
2929,31,22,1,1,0,0
2930,42,16,3,1,5,0
2931,52,15,3,0,0,0
2932,52,15,3,0,1,1
2933,76,23,3,0,5,0
2934,29,21,2,0,0,0
2935,53,40,4,0,0,0
2936,83,14,4,1,4,0
2937,26,17,2,1,0,0
2938,208,24,6,1,85,0
2939,74,12,3,0,0,0
2940,35,13,1,0,0,0
2941,54,15,2,0,0,0
2942,27,19,3,0,0,0
2943,56,39,5,0,1,1
2944,38,18,2,1,0,0
2945,57,16,2,1,0,0
2946,50,18,2,0,1,0
2947,51,15,1,1,4,0
2948,22,13,2,1,1,1
2949,45,25,2,1,0,0
2950,24,16,2,0,0,0
2951,53,19,3,0,0,0
2952,98,27,4,1,3,0
2953,69,15,2,0,5,0
2954,629,20,2,0,108,0
2955,87,16,2,0,0,0
2956,41,15,2,1,0,0
2957,104,17,3,0,0,0
2958,23,14,2,1,0,0
2959,25,6,1,1,0,0
2960,127,50,4,1,17,0
2961,128,50,4,1,18,0
2962,54,19,3,0,0,0
2963,35,28,2,0,0,0
2964,72,14,3,0,0,0
2965,24,16,1,0,0,0
2966,21,13,1,0,0,0
2967,43,14,3,0,6,0
2968,53,25,3,0,0,0
2969,27,19,2,0,0,0
2970,61,18,2,1,0,0
2971,59,16,2,1,0,0
2972,113,15,2,1,10,0
2973,29,21,2,0,0,0
2974,69,17,1,0,0,0
2975,15,6,1,1,0,0
2976,20,12,2,0,0,0
2977,31,22,3,1,0,0
2978,58,14,3,0,5,0
2979,69,21,3,0,0,0
2980,28,19,3,1,0,0
2981,43,15,2,1,0,0
2982,24,17,2,0,0,0
2983,89,17,3,0,1,0
2984,32,17,2,0,0,0
2985,152,28,5,1,20,7
2986,27,18,2,1,0,0
2987,28,21,2,0,5,5
2988,76,50,4,0,10,0
2989,89,15,2,0,10,0
2990,18,11,1,0,0,0
2991,56,20,3,0,0,0
2992,25,11,1,1,1,0
2993,38,17,2,0,0,0
2994,34,18,2,0,1,0
2995,30,23,2,0,1,1
2996,21,13,2,0,3,3
2997,43,14,3,0,6,0
2998,76,14,2,0,13,0
2999,118,42,4,1,20,0
3000,32,20,2,0,0,0
3001,60,26,3,1,0,0
3002,27,19,2,0,0,0
3003,94,20,3,1,7,0
3004,30,19,1,0,10,10
3005,73,13,1,1,0,0
3006,59,18,2,0,0,0
3007,52,24,3,0,6,0
3008,40,12,1,0,1,0
3009,18,11,1,0,0,0
3010,34,12,3,0,1,0
3011,47,39,4,0,6,6
3012,50,28,2,0,0,0
3013,52,17,3,1,1,1
3014,57,22,3,0,0,0
3015,52,27,5,0,0,0
3016,41,17,2,1,5,0
3017,90,17,2,0,12,0
3018,41,34,2,0,1,1
3019,219,12,3,1,89,1
3020,66,25,1,0,11,0
3021,33,11,2,1,0,0
3022,60,19,3,0,0,0
3023,26,18,2,0,0,0
3024,43,15,2,1,2,0
3025,25,16,2,1,0,0
3026,46,15,2,1,0,0
3027,23,16,2,0,0,0
3028,46,27,3,0,0,0
3029,56,25,3,0,0,0
3030,43,12,2,1,0,0
3031,67,23,3,0,0,0
3032,31,22,2,1,0,0
3033,66,20,3,0,0,0
3034,61,17,1,0,0,0
3035,83,21,7,0,12,0
3036,39,23,1,0,0,0
3037,42,17,3,1,3,0
3038,29,20,2,1,0,0
3039,113,15,2,1,9,0
3040,61,18,3,0,3,0
3041,78,50,4,1,9,0
3042,28,19,2,1,0,0
3043,43,34,2,1,2,2
3044,26,17,2,1,0,0
3045,53,18,2,0,4,0
3046,55,30,2,1,0,0
3047,69,13,3,0,23,10
3048,113,22,2,1,13,0
3049,32,24,2,0,0,0
3050,72,12,2,0,8,0
3051,77,17,2,1,12,0
3052,37,22,3,0,0,0
3053,99,23,3,1,8,0
3054,46,14,1,0,0,0
3055,31,23,2,0,0,0
3056,27,19,2,0,0,0
3057,101,17,5,1,6,0
3058,100,18,3,0,22,0
3059,76,23,2,1,0,0
3060,196,13,4,0,78,10
3061,20,11,2,1,1,1
3062,26,19,1,0,0,0
3063,34,27,2,0,0,0
3064,42,33,2,1,0,0
3065,74,28,4,1,9,0
3066,43,15,2,1,2,0
3067,68,42,4,0,13,0
3068,45,37,5,0,11,11
3069,50,15,2,0,0,0
3070,28,10,3,0,7,7
3071,50,16,2,1,0,0
3072,126,50,4,0,22,0
3073,59,27,3,1,0,0
3074,34,26,2,1,1,1
3075,41,17,2,1,0,0
3076,118,42,4,0,26,0
3077,32,11,1,0,0,0
3078,26,17,3,1,0,0
3079,25,18,2,0,0,0
3080,76,22,2,0,3,0
3081,103,6,4,0,15,0
3082,24,17,2,0,0,0
3083,26,17,2,1,0,0
3084,93,13,5,0,1,0
3085,86,17,4,1,0,0
3086,97,17,2,0,0,0
3087,57,22,3,0,0,0
3088,45,9,2,1,0,0
3089,45,24,2,0,0,0
3090,24,16,2,0,0,0
3091,34,18,2,1,0,0
3092,53,20,3,0,0,0
3093,34,26,2,0,0,0
3094,75,20,2,1,0,0
3095,50,12,2,0,0,0
3096,42,25,2,1,8,8
3097,56,9,3,0,0,0
3098,70,14,3,0,5,0
3099,64,16,2,1,9,0
3100,84,17,2,1,6,0
3101,33,24,2,1,0,0
3102,547,25,5,1,197,0
3103,54,46,4,0,11,11
3104,74,19,2,0,5,0
3105,28,20,2,0,0,0
3106,59,27,3,1,0,0
3107,40,21,3,0,0,0
3108,31,22,3,1,0,0
3109,250,47,6,0,11,0
3110,158,15,4,1,60,0
3111,42,17,2,0,1,0
3112,126,50,4,0,15,0
3113,56,18,2,0,0,0
3114,70,16,2,1,5,0
3115,43,16,2,1,0,0
3116,39,21,2,0,3,3
3117,30,21,2,1,0,0
3118,61,16,2,1,0,0
3119,58,16,3,0,0,0
3120,131,54,5,0,21,0
3121,53,20,3,1,0,0
3122,102,13,3,1,24,0
3123,101,18,2,1,26,0
3124,132,17,2,1,28,0
3125,52,22,2,0,0,0
3126,121,30,5,1,33,11
3127,45,25,3,0,0,0
3128,31,24,2,0,0,0
3129,52,14,2,1,4,0
3130,16,8,1,1,0,0
3131,25,16,2,1,0,0
3132,115,42,4,0,16,0
3133,35,23,2,1,0,0
3134,111,17,3,0,0,0
3135,33,14,1,1,0,0
3136,105,21,4,0,21,0
3137,26,18,2,0,0,0
3138,51,42,6,1,0,0
3139,62,34,3,0,0,0
3140,54,19,3,0,0,0
3141,55,16,3,0,0,0
3142,53,15,3,0,0,0
3143,79,14,1,0,7,0
3144,23,14,3,1,0,0
3145,118,42,4,0,18,0
3146,46,16,2,1,0,0
3147,64,18,2,0,0,0
3148,32,24,2,0,0,0
3149,40,11,1,0,0,0
3150,22,15,2,0,1,1
3151,82,12,1,1,0,0
3152,36,27,2,1,0,0
3153,47,39,4,0,0,0
3154,26,17,2,1,0,0
3155,66,35,5,1,2,2
3156,107,17,5,1,8,0
3157,64,10,1,0,2,0
3158,80,18,3,0,0,0
3159,38,15,3,1,0,0
3160,22,15,1,0,0,0
3161,60,20,3,0,8,0
3162,34,25,2,1,0,0
3163,33,19,2,0,0,0
3164,35,27,2,0,2,2
3165,69,14,2,0,0,0
3166,29,21,2,0,0,0
3167,126,50,4,0,15,0
3168,26,18,3,0,0,0
3169,114,29,2,0,11,6
3170,40,16,2,1,4,0
3171,45,9,2,1,1,0
3172,100,28,2,0,0,0
3173,141,29,2,1,4,0
3174,73,14,1,0,23,0
3175,121,57,2,1,16,7
3176,28,19,2,1,0,0
3177,62,14,3,0,5,0
3178,59,20,3,0,0,0
3179,48,17,3,0,0,0
3180,58,25,2,1,0,0
3181,22,13,2,1,1,1
3182,54,16,3,1,0,0
3183,40,12,1,0,0,0
3184,54,12,2,1,0,0
3185,126,50,4,0,19,0
3186,130,54,5,0,18,0
3187,30,21,2,1,0,0
3188,53,15,2,0,0,0
3189,56,21,2,0,0,0
3190,61,21,4,0,6,0
3191,126,61,3,0,47,22
3192,69,21,1,0,4,0
3193,50,13,3,0,0,0
3194,45,24,3,0,0,0
3195,289,33,3,1,67,7
3196,45,16,2,0,0,0
3197,23,15,2,0,1,1
3198,50,42,3,0,10,10
3199,464,14,9,0,143,11
3200,31,22,2,1,0,0
3201,106,29,2,1,44,0
3202,84,11,1,1,21,0
3203,68,42,4,0,10,0
3204,33,24,2,1,0,0
3205,39,19,2,0,0,0
3206,19,12,1,0,0,0
3207,54,18,3,0,0,0
3208,35,20,2,0,0,0
3209,46,21,2,0,0,0
3210,67,18,2,0,16,2
3211,57,28,2,0,0,0
3212,45,23,2,0,0,0
3213,29,19,1,0,10,10
3214,29,20,3,1,0,0
3215,59,21,3,0,0,0
3216,30,22,2,1,2,2
3217,21,14,2,0,0,0
3218,40,32,2,0,0,0
3219,41,20,1,0,0,0
3220,107,21,4,0,0,0
3221,62,44,7,1,0,0
3222,34,16,2,1,0,0
3223,28,19,2,1,0,0
3224,32,23,2,1,0,0
3225,27,18,3,1,0,0
3226,41,24,4,0,2,2
3227,40,17,2,0,0,0
3228,55,36,5,0,0,0
3229,35,22,2,0,1,1
3230,28,20,2,0,0,0
3231,79,29,3,0,7,0
3232,58,22,3,0,0,0
3233,152,18,4,0,39,2
3234,26,17,2,1,0,0
3235,57,20,3,1,1,0
3236,45,28,4,0,0,0
3237,63,12,2,0,0,0
3238,65,31,3,0,3,3
3239,30,21,3,1,0,0
3240,33,22,2,0,0,0
3241,35,11,1,1,0,0
3242,32,23,2,1,0,0
3243,79,13,2,0,0,0
3244,46,17,3,0,0,0
3245,34,17,2,0,7,1
3246,55,17,2,0,0,0
3247,35,28,2,0,0,0
3248,35,27,3,0,0,0
3249,70,35,2,0,6,0
3250,67,40,5,0,19,1
3251,84,24,2,0,12,0
3252,91,19,2,0,0,0
3253,52,29,2,0,0,0
3254,85,18,4,0,31,0
3255,59,21,2,1,4,0
3256,57,7,1,1,4,1
3257,128,54,5,0,25,0
3258,43,7,1,0,0,0
3259,29,20,2,1,0,0
3260,156,15,4,0,23,0
3261,61,16,3,0,5,0
3262,36,29,2,0,1,1
3263,128,50,4,1,20,0
3264,64,19,4,0,0,0
3265,38,19,1,1,0,0
3266,61,12,1,0,24,0
3267,49,20,2,0,0,0
3268,67,18,1,0,7,0
3269,40,31,2,1,0,0
3270,125,50,4,1,17,0
3271,22,13,2,1,0,0
3272,117,19,3,1,6,0
3273,133,23,2,0,5,0
3274,133,27,2,0,0,0
3275,39,14,4,0,11,11
3276,50,15,2,0,0,0
3277,114,37,4,1,1,0
3278,29,22,2,0,2,2
3279,63,19,3,0,4,0
3280,76,14,2,0,2,2
3281,31,22,2,1,1,1
3282,30,22,2,1,0,0
3283,36,13,1,1,0,0
3284,91,21,4,1,0,0
3285,67,18,3,0,4,0
3286,40,32,2,0,0,0
3287,43,18,2,0,0,0
3288,81,19,2,0,17,0
3289,121,24,2,0,28,0
3290,17,9,1,0,1,1
3291,22,14,1,0,0,0
3292,66,12,4,0,0,0
3293,39,15,3,1,0,0
3294,24,15,2,1,0,0
3295,56,15,3,0,0,0
3296,35,14,1,0,0,0
3297,86,37,2,0,0,0
3298,26,11,1,0,0,0
3299,57,21,3,0,0,0
3300,25,13,2,1,0,0
3301,21,14,2,0,0,0
3302,34,25,2,1,0,0
3303,155,14,4,0,62,0
3304,46,18,1,0,0,0
3305,23,15,2,0,0,0
3306,52,17,2,0,0,0
3307,76,16,2,0,0,0
3308,79,60,4,1,23,22
3309,49,14,3,1,0,0
3310,58,10,2,1,0,0
3311,54,9,4,0,6,2
3312,127,61,3,1,38,17
3313,58,18,2,0,0,0
3314,52,44,2,0,3,3
3315,24,15,2,1,0,0
3316,81,20,2,1,0,0
3317,177,21,7,0,43,0
3318,21,6,1,0,2,0
3319,49,36,2,1,1,0
3320,52,17,3,0,0,0
3321,23,12,1,0,0,0
3322,35,27,2,0,0,0
3323,82,34,2,0,0,0
3324,63,33,5,0,3,3
3325,91,14,3,0,27,11
3326,49,20,2,0,0,0
3327,23,14,2,1,0,0
3328,41,16,1,1,0,0
3329,19,8,1,0,0,0
3330,49,12,2,1,4,0
3331,25,9,1,1,4,0
3332,113,15,2,1,8,0
3333,92,22,2,1,8,0
3334,35,22,2,1,0,0
3335,45,16,2,1,0,0
3336,69,23,4,1,1,0
3337,41,21,1,0,3,0
3338,126,50,4,0,17,0
3339,52,19,3,0,0,0
3340,41,32,2,1,0,0
3341,37,16,2,0,0,0
3342,47,12,2,1,0,0
3343,26,10,2,0,0,0
3344,45,36,3,1,0,0
3345,58,15,2,0,0,0
3346,18,9,2,1,0,0
3347,97,15,2,0,0,0
3348,43,16,2,1,0,0
3349,109,17,3,0,0,0
3350,25,9,1,0,0,0
3351,51,17,3,1,0,0
3352,21,13,2,0,0,0
3353,66,20,2,0,3,0
3354,64,27,3,1,0,0
3355,26,17,2,1,0,0
3356,31,22,2,1,0,0
3357,68,18,2,1,5,0
3358,108,45,2,0,10,0
3359,263,15,6,1,47,0
3360,40,16,2,1,1,0
3361,100,21,3,0,0,0
3362,25,16,2,1,0,0
3363,34,21,3,0,0,0
3364,19,11,2,0,0,0
3365,49,16,2,1,0,0
3366,48,24,3,0,0,0
3367,113,15,2,1,9,0
3368,29,20,2,1,0,0
3369,96,16,2,0,0,0
3370,44,24,3,1,4,3
3371,26,19,2,0,0,0
3372,35,24,2,1,2,2
3373,33,10,2,0,0,0
3374,65,16,2,0,0,0
3375,57,14,3,0,11,11
3376,23,16,1,0,0,0
3377,35,26,2,1,0,0
3378,20,13,2,0,0,0
3379,56,21,3,1,0,0
3380,101,21,3,0,5,0
3381,156,15,4,0,25,0
3382,49,16,3,0,0,0
3383,35,16,2,0,0,0
3384,56,15,3,0,0,0
3385,46,22,1,1,1,0
3386,44,10,1,1,0,0
3387,103,13,2,1,24,0
3388,24,15,2,1,0,0
3389,31,22,3,1,0,0
3390,39,32,4,0,0,0
3391,32,16,2,1,0,0
3392,22,14,2,0,0,0
3393,35,13,3,0,0,0
3394,169,10,3,0,4,0
3395,46,19,2,0,1,0
3396,74,18,3,0,0,0
3397,159,13,4,1,20,0
3398,73,40,5,0,3,3
3399,68,38,2,0,0,0
3400,73,29,4,0,0,0
3401,42,34,4,0,0,0
3402,44,36,2,1,0,0
3403,123,17,3,0,17,0
3404,41,18,2,1,0,0
3405,47,20,1,0,0,0
3406,77,23,1,0,20,0
3407,37,19,3,0,0,0
3408,76,17,1,0,8,0
3409,50,20,3,1,0,0
3410,43,12,3,0,0,0
3411,31,8,1,0,4,0
3412,31,23,2,0,0,0
3413,51,19,2,0,0,0
3414,62,29,5,0,7,7
3415,20,11,2,1,0,0
3416,128,50,4,1,26,0
3417,62,10,1,0,18,0
3418,35,26,2,1,0,0
3419,37,16,2,0,0,0
3420,47,15,4,0,3,3
3421,53,16,3,0,0,0
3422,72,14,4,0,10,0
3423,126,31,3,0,32,0
3424,73,15,3,1,0,0
3425,50,16,2,0,4,0
3426,22,15,1,0,0,0
3427,63,16,2,1,23,0
3428,71,15,3,1,0,0
3429,87,21,3,0,12,0
3430,52,18,2,0,2,0
3431,42,23,2,1,9,3
3432,21,13,3,0,0,0
3433,38,18,1,0,0,0
3434,125,50,4,0,22,0
3435,126,50,4,0,22,0
3436,48,29,3,0,2,0
3437,52,35,3,0,3,3
3438,62,27,3,0,0,0
3439,79,23,2,1,4,0
3440,61,15,2,0,0,0
3441,118,42,4,0,18,0
3442,58,14,3,0,0,0
3443,38,24,2,0,0,0
3444,52,16,3,0,0,0
3445,38,30,5,0,0,0
3446,52,16,3,0,0,0
3447,49,11,2,0,0,0
3448,47,15,2,0,0,0
3449,43,12,4,1,0,0
3450,75,16,1,1,6,0
3451,611,21,4,1,71,0
3452,25,16,2,1,0,0
3453,28,19,2,1,0,0
3454,72,16,3,0,1,0
3455,50,17,3,0,0,0
3456,67,17,3,1,6,0
3457,29,21,2,0,0,0
3458,75,16,2,1,0,0
3459,42,14,2,1,1,0
3460,88,22,4,1,14,0
3461,40,31,2,1,0,0
3462,48,16,2,1,0,0
3463,41,18,2,0,0,0
3464,232,13,4,0,88,0
3465,42,14,3,0,5,0
3466,115,42,4,0,24,0
3467,40,27,3,0,0,0
3468,32,24,2,0,0,0
3469,38,13,3,0,0,0
3470,127,50,4,1,18,0
3471,39,18,2,1,0,0
3472,55,19,2,1,5,0
3473,105,28,2,0,0,0
3474,129,6,4,0,16,0
3475,46,17,3,0,1,0
3476,98,22,7,1,1,0
3477,38,17,2,0,0,0
3478,89,15,4,0,5,0
3479,72,31,3,1,0,0
3480,124,46,5,1,28,0
3481,46,37,2,1,0,0
3482,30,23,1,0,0,0
3483,127,50,4,0,15,0
3484,34,25,2,1,0,0
3485,45,16,2,1,0,0
3486,25,17,3,0,0,0
3487,20,12,2,0,0,0
3488,25,12,2,1,0,0
3489,40,25,2,0,0,0
3490,84,9,1,0,0,0
3491,70,14,2,0,0,0
3492,32,16,1,0,0,0
3493,33,24,2,1,0,0
3494,133,18,4,1,31,0
3495,16,9,1,0,0,0
3496,29,22,2,0,0,0
3497,22,7,1,1,0,0
3498,84,21,2,1,0,0
3499,41,10,1,1,0,0
3500,44,18,2,1,0,0
3501,99,15,2,1,11,0
3502,219,12,3,1,85,1
3503,24,15,2,1,0,0
3504,48,18,1,0,3,0
3505,21,13,2,0,0,0
3506,51,21,1,0,0,0
3507,39,16,2,1,0,0
3508,42,16,2,1,0,0
3509,31,12,2,1,0,0
3510,76,50,4,0,13,0
3511,123,46,5,1,18,0
3512,46,17,2,0,1,0
3513,42,14,3,0,5,0
3514,68,37,5,0,6,6
3515,23,14,2,1,0,0
3516,20,12,2,1,0,0
3517,29,15,1,0,2,0
3518,20,11,2,1,0,0
3519,80,28,3,0,0,0
3520,66,19,3,1,4,0
3521,42,9,2,0,2,1
3522,85,26,4,0,0,0
3523,48,15,3,0,0,0
3524,46,8,2,0,0,0
3525,82,16,2,1,7,0
3526,66,28,2,0,0,0
3527,24,17,1,0,0,0
3528,47,18,3,1,4,0
3529,63,21,2,0,0,0
3530,58,25,5,1,0,0
3531,104,28,4,0,23,0
3532,24,15,2,1,0,0
