,status
4761,1
9781,1
8816,0
9976,0
6832,0
6322,1
5261,0
4716,0
7008,0
3704,0
1826,0
11402,0
7523,1
9269,1
9701,0
7315,0
2501,1
2068,1
8211,1
9454,0
1883,0
10802,1
9086,1
3315,0
5745,0
9354,0
4995,1
3091,0
4101,1
7075,0
5511,0
797,0
476,0
9791,1
5177,0
441,0
6791,1
11350,0
2343,1
2911,0
1437,1
5446,1
4280,0
6647,0
10537,1
771,0
2273,1
10694,1
10544,0
10131,0
3745,1
10318,1
70,1
2531,0
5115,1
563,1
10430,1
3608,1
1472,0
3541,0
7519,1
1558,0
3001,0
8978,1
7995,1
8530,0
1007,1
451,1
11050,1
6828,0
1311,1
2308,0
10646,0
6815,1
5960,0
9232,1
4357,1
6435,0
3701,1
8665,1
5763,1
3420,1
3083,0
4565,1
247,0
7955,1
453,0
7508,1
892,0
10018,0
7594,0
7881,1
5091,0
2013,0
7707,1
10899,1
8815,0
3249,1
5278,0
3561,0
10568,0
8754,1
2453,1
9157,0
7230,1
11228,0
8600,1
3214,0
2344,1
1872,1
6005,1
10875,1
1894,0
743,1
3855,0
1877,1
4874,0
2901,0
965,0
2085,1
3368,0
4662,0
249,1
3012,0
5165,1
3216,1
9183,1
9683,0
1743,1
1688,1
1152,1
4425,1
2407,1
10464,0
2818,0
10562,1
6971,0
10967,0
712,0
7161,0
7084,1
3025,0
10941,1
4446,1
8450,1
5372,1
4742,0
1069,0
5234,0
9646,1
10956,1
4484,0
3040,0
2865,0
46,0
2684,0
4743,0
2334,0
8797,0
2415,1
10300,1
1129,0
7734,1
10908,0
3311,1
3287,0
3031,1
11300,0
5994,0
1345,0
5574,1
6907,1
1225,0
7951,1
6689,0
1109,0
7301,1
6546,1
4155,0
7277,0
10374,0
1076,1
9284,0
6926,0
2266,1
1372,0
5651,1
8854,1
1857,0
7662,1
7650,0
10799,1
8191,1
7799,1
7524,0
10344,0
10231,0
3442,0
910,1
7548,1
2201,1
5785,1
1960,1
8270,1
3894,0
11206,1
523,0
7825,0
1353,0
11083,0
9222,1
317,0
9141,0
2652,1
11104,1
11352,1
9114,1
9123,0
4949,1
4465,1
10881,0
355,1
1733,1
6955,0
746,0
9498,0
11392,0
1020,0
1023,1
9567,1
3651,1
4720,0
9289,1
6229,1
1050,0
9425,0
8365,1
3517,1
10316,1
7108,0
5579,1
2168,1
8349,0
2127,0
9329,0
7904,1
1544,1
2924,0
2179,1
9375,0
4657,0
6051,0
9218,0
7892,1
5342,1
10671,0
8501,1
9239,0
6896,0
409,0
1133,1
8622,0
3210,0
10311,1
7585,0
7171,0
9102,0
10454,1
9186,1
6659,0
8586,1
1409,0
4120,0
539,1
2024,0
3010,1
11244,1
7096,0
2823,0
2129,0
2759,1
5432,0
6910,1
7053,1
9371,1
8641,1
2388,0
9510,0
7964,0
7198,1
8118,1
7462,1
7781,0
7584,0
4789,1
8294,1
8664,0
10485,1
4498,1
8261,0
6069,1
4717,1
2778,0
4642,1
1385,0
6414,0
6472,1
6957,1
3846,1
428,1
6215,1
5452,0
1779,1
9312,0
3487,1
1920,1
7324,0
10230,0
10239,0
6805,1
5908,1
1155,0
292,0
1374,1
9871,0
10680,0
8701,1
3444,0
6506,1
11260,1
2409,1
1952,1
10053,0
9229,0
1146,0
1662,1
10748,0
6685,0
7639,1
2734,0
3252,0
10950,1
10647,0
7455,0
8513,0
5226,0
3168,0
6152,1
700,1
3141,0
4732,1
5800,1
3464,1
944,0
1818,1
4594,1
897,1
8849,0
7835,0
11053,1
11227,0
132,1
4406,0
4624,0
4958,1
4172,1
427,1
9044,0
9335,1
8350,0
10272,0
452,1
3209,0
2471,0
9357,0
1598,1
4238,1
10528,0
6495,1
6433,1
1714,1
1674,1
480,0
10143,1
271,1
11059,0
11191,0
5619,0
3675,1
7695,0
857,0
6608,0
468,1
9928,1
11194,1
6948,0
9166,1
653,1
4787,1
4088,0
9247,0
2732,1
3497,1
4518,0
6381,1
4240,1
10784,0
1708,0
5860,0
139,0
5003,0
5764,1
8925,1
1976,1
8730,0
2761,1
4750,0
7116,0
7696,1
2443,0
5882,0
10851,0
10406,0
11214,0
8462,1
10040,0
2806,1
2132,0
6387,0
1711,1
8832,0
5125,1
11253,1
3138,1
3029,0
5948,1
3868,1
1136,1
376,0
9692,0
4082,1
2915,1
4685,0
3739,1
7433,0
8840,0
5509,0
10066,1
11078,0
3936,0
2051,1
4212,0
100,0
2446,1
7800,1
11054,1
7853,1
141,0
4744,1
6807,0
2638,1
2722,0
6228,1
6517,1
6878,0
2160,1
2192,1
7540,1
7663,1
5183,1
9852,1
6442,1
8721,1
9709,1
7589,0
9868,0
10412,1
5586,1
2995,1
3232,0
1416,1
8072,0
6298,1
3883,0
7160,1
7545,1
2163,0
1787,0
8281,1
3320,0
9069,1
10416,1
2560,1
6618,1
908,1
2091,1
803,0
9506,1
1410,1
9899,1
6042,0
808,1
9938,1
6875,1
3285,1
3309,0
7638,0
9206,0
8821,1
8458,0
12,0
5221,1
9671,1
2876,1
3319,1
7623,0
4234,1
4851,0
5094,0
352,1
558,1
4999,1
942,0
10055,1
5467,0
10576,1
2758,1
9999,0
7888,0
3171,1
536,0
6162,1
568,1
145,0
7169,0
8828,1
2700,0
5401,0
7719,1
8958,1
3326,0
81,1
9180,0
3596,1
6412,1
1010,1
9982,0
7369,0
5578,1
2251,1
10590,0
3042,1
3702,0
9614,1
6801,1
10273,0
3408,0
5240,1
4320,1
1326,1
10981,1
10896,1
1030,1
2688,0
4377,1
10045,0
1741,0
7644,1
6384,1
10946,1
6332,0
7704,0
585,0
10825,0
10208,1
10551,0
592,0
2257,0
7492,1
2005,0
1067,0
5891,1
11119,1
10109,1
10256,0
9849,0
7268,0
2619,1
6695,0
1882,1
5448,0
1562,0
6285,1
4434,0
6224,1
3376,0
9488,0
9762,0
9438,0
5744,1
11047,1
10603,0
1676,0
7698,0
6374,0
8472,1
4959,1
3557,0
976,1
3344,1
6790,1
772,1
4966,1
2880,1
5479,1
11036,1
299,1
4302,0
412,0
893,1
6196,1
3448,0
11113,0
4296,1
9960,0
10068,0
1176,1
4617,1
5911,1
7690,0
2046,0
7286,1
8670,1
2323,1
3129,1
1957,0
10689,1
6254,1
7565,1
5330,0
7913,1
3362,0
7729,0
6027,1
10405,1
974,1
270,1
6023,0
806,0
632,1
2380,0
2879,0
2692,0
7447,1
11202,1
1942,1
8022,0
2217,0
2041,1
1149,1
725,0
5109,1
5667,1
5285,0
9799,1
8715,1
10043,1
10711,0
3327,0
5864,1
5628,1
846,0
7626,1
10690,1
10918,1
8189,0
7172,0
6138,1
3668,1
5698,1
10041,1
6511,1
1641,0
10685,1
4763,1
10983,1
7805,0
7150,0
3073,1
7310,0
3119,0
5252,1
7152,0
1528,1
3636,1
9803,1
7634,1
11263,0
2456,0
6354,0
6080,0
2528,1
5555,0
4033,0
11118,0
6274,1
11131,1
7967,0
3922,1
7442,0
2444,0
4528,0
10673,1
3253,1
2707,1
7750,1
9679,0
3903,0
8868,1
2262,0
10020,1
421,0
6719,0
2432,1
3193,0
9606,0
5339,0
4882,1
3022,0
7105,1
10028,1
4364,1
3030,0
4584,0
8192,0
881,0
8778,1
11186,1
3793,0
220,0
5350,1
3875,1
11324,0
2498,1
11100,0
9647,0
9707,0
11178,1
7986,0
7689,0
1625,0
3134,1
160,1
4037,1
10289,1
1088,1
1580,0
5783,0
2429,0
3446,0
9603,0
2489,1
7034,1
5694,1
10261,0
640,0
4645,0
327,1
2843,0
6666,0
820,1
8288,0
5868,0
104,1
1359,0
2672,0
8453,0
2633,1
3260,1
8098,1
1113,1
6881,1
4631,0
1078,1
2973,1
9529,0
5704,0
3527,0
7673,0
3127,1
11226,0
1035,1
1357,1
4909,0
3313,1
1950,1
3560,1
11358,1
10905,1
8055,1
7158,1
5279,1
4157,0
3912,0
8002,1
6570,1
4825,1
1578,1
10533,0
9495,1
235,0
7117,0
3349,1
5191,1
9128,1
1124,1
5790,0
3059,0
1827,1
6256,0
5092,1
2314,1
5270,1
5701,0
6105,0
2442,0
1696,0
10378,0
10290,0
1321,1
5493,1
4143,0
55,1
9901,1
7231,1
2095,1
874,0
9903,0
10702,1
8251,1
10757,1
11329,0
1636,0
4840,0
1721,0
4190,1
7206,1
1921,1
3869,1
10554,1
963,0
4632,1
3528,0
3484,1
5488,0
4153,1
8548,1
1596,0
6183,0
8201,0
3659,1
9712,0
6187,1
4053,1
1949,1
6425,1
6253,0
7513,0
6816,1
330,0
9048,1
497,1
8444,0
474,0
9434,1
1390,1
2844,0
6142,0
5678,0
3300,0
6133,1
1154,0
9902,1
192,1
9316,1
2490,0
7460,0
253,0
9780,0
636,0
10124,1
1458,0
7909,0
5147,0
4635,1
3993,0
5072,0
3779,0
6606,0
9627,1
6313,1
826,1
10686,0
3108,0
8396,1
3848,0
1524,0
8257,0
4616,1
10438,0
10422,0
7059,0
3255,0
1418,1
4247,1
75,1
369,1
2718,0
10904,1
6720,1
1462,0
7572,0
7482,1
11018,1
11105,1
1120,0
10863,1
1496,0
9825,0
8921,0
2358,0
5605,0
8888,0
8065,0
5212,0
4096,0
3458,0
1940,0
11023,0
11064,1
9131,1
5844,1
10511,1
9783,1
3032,0
6616,1
8519,0
3918,0
7126,1
9921,0
8263,1
11426,1
11415,0
5049,0
8255,0
6510,1
8827,1
5299,0
4521,0
4830,0
977,1
171,0
11334,1
2421,1
7192,1
8492,1
6499,1
7530,1
10772,1
9336,0
4159,1
2899,1
11305,1
2615,0
3204,1
6561,1
1560,0
10427,1
5811,0
4520,0
2650,1
10285,1
6771,1
2947,1
1049,0
11230,0
3956,1
3135,1
8004,1
7520,0
4258,0
3410,1
313,0
9022,1
9742,0
4156,0
11135,1
8628,0
1455,1
102,0
11210,1
4092,1
10211,1
3286,0
1421,0
6663,0
10446,0
7688,1
72,0
5741,1
5121,0
3586,1
933,0
10418,0
2107,1
1079,0
8216,1
4728,0
5665,1
1918,1
10922,1
1138,0
3003,1
2598,1
10761,0
1147,1
4229,0
7320,0
2701,0
4580,0
8528,0
2607,1
11385,1
8576,1
1170,1
7290,1
6758,1
5405,1
5838,1
9298,1
7932,0
416,1
7504,1
6977,1
6797,1
5658,1
3170,0
6882,1
4106,0
2326,1
793,0
3205,0
10500,0
2830,0
146,1
10330,0
5759,0
5895,0
8875,1
5503,1
3161,1
3861,0
10111,1
2553,1
9150,1
5424,1
8446,1
7457,1
3061,0
8197,1
8254,0
841,0
136,1
4519,0
5122,1
8167,0
4715,0
8589,1
7351,1
8204,1
4593,1
4005,0
2991,0
472,1
5666,1
6406,0
3563,1
7200,0
1802,0
6741,0
8899,1
390,1
4012,0
3057,1
1456,1
680,0
2177,0
7098,0
11338,0
8927,0
2276,0
3425,1
11293,1
5845,0
4400,1
904,0
9228,1
140,1
7959,0
4748,0
1123,0
11198,1
3432,0
6155,0
1173,1
5171,0
4061,0
3415,0
417,1
3028,0
1538,1
5807,0
7815,1
6974,1
9608,0
7925,0
1404,0
8910,1
6194,0
9265,1
9574,0
9767,1
5005,0
7437,0
7081,0
4283,0
9158,0
602,0
434,0
8687,0
5703,0
8182,0
1215,0
4317,0
8395,1
8045,0
4980,0
1854,0
2467,1
4097,1
1424,1
3421,0
11043,0
6121,0
2584,0
4048,0
2574,0
10650,1
4268,1
3888,1
783,1
1695,0
3276,0
6275,0
11368,0
4739,0
2197,0
2978,0
10166,1
1634,1
6993,1
21,0
8656,1
7306,0
6631,1
8599,1
7612,0
6887,1
5679,0
10034,0
1703,1
4272,0
5084,1
6041,1
8148,1
642,0
1851,1
10538,1
2131,1
2997,0
9544,0
2288,0
3978,1
10856,0
7821,1
2417,0
4775,1
3585,0
3917,1
10910,1
644,0
993,1
4054,1
8943,1
1612,0
9321,1
5626,1
7860,0
297,0
10386,1
9869,0
4411,1
6432,0
10399,0
4823,0
4198,1
11321,0
1669,1
4008,0
9415,0
11139,1
11008,0
8591,1
10435,1
1655,0
11090,0
8428,1
5901,0
971,1
10080,0
8495,1
10592,0
6953,1
5293,0
9125,1
5431,1
9351,1
8171,1
2838,1
6706,0
4479,1
583,0
6239,0
10807,1
10075,0
5460,1
8272,0
10559,1
221,1
8564,0
6420,0
10608,0
10512,1
6466,0
3513,0
358,0
896,0
9768,1
5919,1
1451,0
11342,0
6066,1
5794,1
8323,1
587,0
10027,0
2461,0
1681,1
8429,0
631,0
9663,0
3035,0
7164,0
2970,0
3438,1
9364,0
2028,1
555,0
10280,0
610,0
4192,1
918,1
9698,1
4516,0
4507,0
5713,0
9003,1
4722,1
3549,0
726,1
561,1
7214,1
7136,0
8284,0
7885,0
685,1
2118,0
8029,1
8658,0
10400,0
465,1
2746,0
7147,1
7863,0
3245,1
8059,0
7599,1
8391,1
6508,0
4854,1
4729,0
8236,0
10115,1
9275,1
2247,1
3760,1
2891,1
10573,0
10746,1
6525,1
7643,0
9119,1
5914,1
10353,1
6093,1
3837,0
1638,0
7943,1
5313,1
2564,0
5583,0
1576,1
1003,1
7563,0
6982,1
9370,0
3268,1
689,0
5903,0
4273,0
3952,0
3769,0
2345,1
4424,1
5149,1
1991,1
11203,1
9309,1
635,1
6895,1
4759,0
1749,1
6523,0
7144,0
1277,1
3627,0
4883,0
6858,0
6043,1
1253,1
1653,1
8315,0
5076,1
2654,0
3576,0
9479,1
3190,0
11277,1
5603,1
7675,0
11027,0
1414,1
5984,0
3526,0
1378,0
3971,0
3609,1
10241,1
1699,1
1071,1
6862,0
111,1
9023,1
7862,1
8826,1
5053,0
4480,0
10664,0
7560,1
11148,0
1513,0
7877,0
11365,1
7050,1
11278,0
10258,1
5934,0
3604,0
7243,0
11168,1
9719,1
7335,1
5610,1
1052,1
10029,1
364,1
10162,0
8690,0
7120,0
7809,0
4554,1
126,1
10663,1
1815,0
2,1
7507,1
11328,1
4133,1
4860,0
8069,0
3514,1
3642,0
2569,0
2342,0
4849,1
1188,1
8967,0
8452,1
9764,0
8920,0
37,0
8225,1
9273,0
4994,0
9481,0
450,1
10181,1
9333,0
2300,0
1366,1
6364,0
2151,1
384,1
3419,1
8405,1
1933,0
6054,1
7992,0
4638,1
6714,0
2384,0
2002,1
8269,1
11351,1
3492,1
6158,0
11032,1
5760,1
6223,1
8460,1
9967,0
7843,1
7998,0
7377,0
1031,0
5220,0
9911,1
5754,1
5683,1
2059,0
3783,0
7411,0
943,0
951,0
9401,0
3223,0
10083,1
6786,0
7790,0
9288,1
5360,1
10352,0
6459,1
9175,1
1548,0
5222,1
6219,0
6594,0
2272,1
3331,1
8587,0
2237,0
10756,1
2336,1
5815,0
1114,0
9189,0
3085,1
4163,1
7751,1
5106,1
5200,1
1907,1
3690,0
8121,0
10433,1
4852,1
47,1
3705,1
5992,0
10163,0
6683,0
1464,1
2635,0
10632,1
3695,1
7083,1
9153,1
5981,1
3867,1
1546,0
4176,1
6462,1
7984,0
3984,1
1356,1
2492,1
4232,0
342,0
639,0
3734,0
4548,1
7193,1
5536,0
10656,0
3503,0
7413,1
6696,1
214,0
4316,1
6277,1
3677,1
6770,0
1299,0
5323,1
4847,1
1582,1
6109,1
10333,1
2603,0
2943,1
8615,0
3071,0
7692,0
382,1
6185,0
8079,1
6365,1
5283,0
901,0
9831,0
6153,1
7304,0
8140,1
2042,0
6319,0
1000,1
264,1
821,1
10278,0
2511,1
10215,1
8796,1
5757,0
5599,1
7282,1
8032,1
1324,1
3821,1
9062,0
9326,0
8959,1
1514,0
1719,0
1694,0
6682,1
4325,1
4556,0
1726,0
9429,0
2956,0
2283,1
1192,0
1355,0
10762,1
9756,1
6241,0
1836,0
1896,1
10173,0
8951,1
3191,1
10354,1
4699,1
7761,0
4029,0
123,1
10610,1
10199,1
4171,0
10868,1
7889,0
11024,0
4723,1
5537,1
8947,0
10581,0
10916,1
11170,1
4535,0
7847,0
10032,0
1175,1
894,0
10496,0
9516,1
9021,1
2398,0
4405,0
1833,1
10090,1
3663,0
3367,1
1112,1
8373,1
4877,0
6730,1
4955,1
1609,1
7463,1
7856,0
10552,0
5539,1
7779,0
10369,0
9833,1
4179,1
9969,1
174,1
3176,0
1005,1
1592,1
4460,0
5797,0
5554,1
10852,0
10009,1
7884,0
4987,0
8427,1
7373,1
9184,0
10764,0
1910,0
5846,0
5719,0
11255,1
7826,1
10974,0
1317,0
6539,1
7477,0
6812,0
3406,1
5098,0
3825,1
10334,0
500,0
6901,1
11151,1
4223,1
7937,0
3854,0
703,1
7561,0
4665,0
10348,0
7229,1
557,0
9795,1
5083,0
10971,0
714,1
7641,0
4806,0
6921,1
1411,1
9261,0
3291,1
4981,1
3413,0
6276,1
1731,1
7757,0
9177,1
6489,0
3455,1
10545,1
10824,1
5112,1
5625,1
3981,1
4102,0
8036,1
9948,1
6826,0
10709,0
3189,1
6545,0
5650,0
5985,1
10144,1
8668,0
6885,0
5902,1
1996,0
5209,0
8787,0
10838,0
3602,0
195,0
10629,1
9861,0
8047,0
1873,0
3112,1
10567,0
8917,0
4547,0
2009,1
7669,0
9084,0
8319,0
7199,0
8283,1
1184,0
3453,0
9078,0
3725,0
5045,0
7297,1
2757,1
10213,0
5181,1
10830,0
8222,0
7965,1
6058,0
7578,1
9884,0
5176,1
5521,0
8803,1
8175,1
2125,1
10509,1
8491,0
576,1
3330,0
4218,1
8425,1
508,1
10007,1
10304,1
3181,1
7280,0
5127,0
5305,1
3092,0
5979,1
6574,1
1365,1
9638,1
9302,0
7777,1
4811,1
1222,1
1594,0
7570,0
5732,0
9307,1
7787,1
5564,1
7148,0
6324,1
8109,0
10039,1
9303,1
673,0
5263,0
446,0
8999,0
19,0
7891,0
3404,0
9231,1
1469,1
3835,1
5420,0
5189,0
4201,1
10329,1
1904,1
5953,1
10571,1
1605,1
1745,0
3886,1
4343,1
6764,1
5259,1
8015,1
4455,1
6769,0
9926,1
229,0
7849,1
2226,0
8084,1
859,1
11245,0
153,0
4842,0
4904,0
9524,1
7185,0
4679,0
2903,1
6342,0
6248,1
6488,0
5376,0
527,1
6503,0
1911,1
9049,1
1467,0
2965,1
10004,1
5208,0
4603,0
7132,0
6892,1
902,0
2784,0
3164,1
529,0
1087,1
2976,0
794,1
10008,1
3467,1
7319,1
7137,1
6598,1
9406,1
6330,1
3976,1
8736,0
8366,1
9925,1
10185,1
7646,0
3336,0
3443,1
1613,0
3893,1
3310,1
2410,1
13,1
1178,0
7741,1
5731,0
9388,0
359,0
2721,0
8786,0
2668,1
9512,0
7445,1
10669,1
11289,0
1526,0
8810,0
9538,0
5353,1
7635,0
4781,0
9047,1
6894,1
3543,0
11167,0
7205,0
6620,1
10892,0
8196,0
7340,1
1279,1
7672,0
5046,0
6401,1
2730,1
1884,1
177,0
5050,1
7251,1
10817,0
10667,0
10370,0
11188,0
11419,0
6997,0
178,0
8688,1
8950,1
3043,0
2961,1
5675,1
2416,0
1966,1
6139,1
6019,1
10234,0
4769,1
6188,0
5344,1
4500,0
2496,0
2839,1
9855,0
10325,0
8119,0
9973,0
3522,1
6603,1
7029,1
3881,0
2596,0
887,1
4824,0
7239,0
2788,0
5856,0
9997,0
2783,0
9113,1
1607,1
8260,1
11035,0
6303,0
4244,1
1426,1
11298,0
10859,1
1600,0
7586,1
2658,1
10927,1
1825,1
8776,1
662,1
8931,1
3451,1
7183,0
5746,0
836,0
7422,1
1412,0
7985,1
4765,0
4271,0
9167,1
7501,1
7804,0
5456,0
7291,0
4596,0
10822,1
5192,0
1824,1
5343,1
7042,1
2133,1
3011,1
6987,0
4599,0
3403,0
5078,1
8870,1
9659,0
4844,0
5462,1
11425,0
7582,0
5633,1
1670,0
10088,0
7166,1
10058,0
7435,1
11320,0
3275,1
2026,1
787,1
6163,1
6649,1
4692,0
1290,1
5954,1
8077,1
1901,1
8847,0
2538,0
521,0
7732,1
10660,1
2220,1
3776,0
9199,0
6409,1
3278,1
6269,1
223,1
5865,1
1217,1
3772,1
4370,0
5612,1
4065,0
8050,1
6271,1
8190,0
10403,1
3882,0
5499,0
10225,0
4756,1
9405,0
5268,0
8484,1
6349,1
11220,1
4040,0
2921,0
7678,1
8747,1
186,1
5428,1
333,1
5395,1
11301,1
1727,0
6311,1
10505,0
10706,0
7287,0
4373,1
10969,1
615,0
7245,0
5643,1
9666,0
8952,1
2849,0
8699,0
11284,0
2082,0
1447,0
8506,1
5542,0
884,1
7921,0
8089,0
6757,0
1687,1
491,1
4195,1
5498,1
798,1
1122,1
10005,1
5999,1
4124,1
10372,1
10447,1
3424,0
6252,0
6966,0
7184,1
1072,1
7656,0
7922,0
8296,1
9585,0
4248,1
8669,0
3346,0
7341,0
915,0
8465,1
4802,0
1611,0
6564,0
6667,1
9708,1
7874,1
8020,1
6978,0
1845,1
8727,1
6956,0
825,0
4045,0
8061,0
10914,0
8949,1
6553,1
7600,1
7238,0
10236,0
11141,0
3203,1
840,0
9026,1
4845,0
9448,0
3113,0
11238,1
2919,1
7837,1
966,0
11317,1
5559,0
9935,0
4206,1
678,0
7253,0
4062,1
10677,0
107,1
1874,0
7557,0
9934,0
6084,0
5696,0
2675,1
10363,1
9598,1
1315,1
2203,1
3067,1
6159,1
7636,1
10000,0
7531,1
7195,1
10481,1
8989,1
10380,1
3807,1
1288,1
6496,0
8214,1
3144,0
9483,0
5791,1
464,1
2539,1
10417,1
5812,0
2646,1
10132,0
7101,0
6643,1
4408,1
2482,1
11247,0
7981,1
586,0
336,0
6119,0
3968,1
2752,1
5766,1
129,0
4545,1
5351,0
5081,0
2381,0
8852,0
10877,0
7752,1
4714,1
1859,1
6984,0
8902,1
5997,1
2611,1
10268,1
7089,1
9389,1
1063,0
1039,1
3516,0
10362,1
1250,1
1715,0
10473,1
5804,1
1342,0
5821,1
9949,1
2826,1
7409,1
2860,0
291,0
5324,1
10451,1
4022,1
1402,1
7371,1
147,0
5329,0
5857,1
3852,1
8757,0
9682,1
747,0
7869,1
4256,0
3374,1
1585,0
8043,0
1438,1
3706,0
4164,0
1230,0
5140,1
7952,1
2612,0
5523,1
9173,1
7489,0
7841,1
11052,1
3084,1
5414,0
973,0
9339,0
393,0
3828,1
2175,1
5991,0
9918,0
9972,1
3653,1
5331,1
6967,0
7969,0
3958,0
10820,1
209,1
1768,1
2280,1
7525,0
4586,0
4391,0
11074,1
813,0
7025,0
4538,0
8539,1
7947,1
2083,1
3845,1
6451,1
946,0
365,0
24,1
8318,0
7846,1
5962,1
314,0
9219,1
10959,0
6827,1
8410,0
10169,0
2882,0
10578,0
10857,0
10282,1
2597,0
2975,0
10254,1
9433,0
10614,0
1803,1
184,1
6559,1
1717,1
924,0
5816,1
761,0
1074,0
10126,0
1804,1
1529,0
2690,1
78,0
1283,1
3933,0
2559,1
10431,1
3955,0
1330,0
5391,0
7739,0
6350,0
1110,1
3815,1
4311,1
3229,1
589,0
10426,1
10617,0
411,1
11080,0
562,1
5476,1
11205,1
4324,1
8963,1
7466,0
10987,0
495,1
2953,0
4004,1
9259,0
9570,0
1943,1
1257,0
949,0
3498,0
7236,1
3654,1
5736,1
5740,0
1637,0
9306,0
232,0
9700,1
3985,0
954,1
7003,0
1542,1
4574,1
5021,1
5242,1
1627,1
1354,0
6945,0
7390,0
9689,0
8113,1
5597,0
506,0
10897,0
3686,0
10840,0
1657,1
4091,0
4237,0
4151,0
4951,1
3964,0
9129,1
4557,1
5215,0
3836,1
2781,1
1614,0
11021,1
8001,0
10513,1
1885,1
4031,1
9033,0
11275,0
38,0
6512,0
5108,1
6969,1
9458,0
2669,0
5706,0
2036,1
7058,1
1698,0
3323,0
6419,1
4483,1
6057,1
3505,0
3622,0
10526,0
49,1
201,0
3898,0
6863,0
4944,0
5123,1
496,0
5135,1
331,0
2571,0
6904,0
1044,1
1608,1
7323,1
5445,1
4286,1
5316,1
2832,1
4855,0
7104,1
7453,1
5148,0
10497,1
3857,0
2119,0
4671,1
10122,0
1046,1
11144,0
5453,1
361,0
9287,0
2813,0
2235,1
10408,0
344,0
2448,0
268,0
6189,0
8412,0
2705,0
3390,1
3321,1
7303,1
3555,0
3228,1
4360,1
11061,0
11256,1
2011,0
10810,0
10387,0
8144,1
5020,1
4684,1
1534,0
3721,1
6410,1
10242,1
1224,1
4691,1
6302,0
5359,0
1505,1
11108,0
4797,0
2159,0
9413,1
5349,0
9586,1
11366,1
3763,0
8277,0
2319,1
4550,0
255,0
3299,1
4257,0
7832,0
3447,0
1202,1
5199,1
4189,0
4798,1
9520,1
2951,1
11391,0
10845,1
9118,0
6247,0
5779,0
4576,1
8588,1
2905,1
10100,1
4937,0
210,1
1045,1
4492,0
11114,1
7219,0
3911,1
3569,0
4141,0
4205,0
2418,0
1089,1
9476,0
9276,1
4081,0
531,0
283,1
6856,1
1922,0
4863,0
6497,1
1218,0
9341,1
723,0
1204,1
5717,0
2963,0
7279,0
6212,0
11359,1
8479,1
5288,0
5927,1
2000,0
1835,0
9314,0
8378,1
456,0
2185,1
3718,1
8406,0
11360,1
10286,1
3294,0
4700,0
1683,1
1740,1
2803,0
5039,0
1520,1
5581,0
1813,1
3548,1
5689,0
2602,0
7918,1
2411,0
7154,1
10710,0
4409,0
9951,1
4942,0
9865,1
11421,1
10721,0
9417,1
4362,0
11348,1
3934,0
627,1
3136,1
10648,1
1261,1
6085,1
5015,0
4068,0
8859,0
2807,1
10371,0
5387,0
3180,0
1527,1
1017,0
7483,1
5946,1
7870,0
218,0
10389,1
8557,0
855,1
4139,0
8017,0
4398,1
10651,0
2563,0
4985,0
958,1
2696,0
2154,1
9835,0
11095,0
7262,1
440,0
3534,0
11025,0
7432,0
6309,0
1645,1
6288,0
8972,1
3000,1
2523,0
1220,0
3558,0
2174,1
2840,0
424,0
11138,0
8540,0
7021,0
3781,1
4895,0
2189,1
1243,1
9366,1
6909,1
4767,0
6958,0
10281,0
116,1
1829,1
11147,0
9693,0
8232,1
350,0
5384,1
8035,1
9809,1
4770,1
4416,0
248,1
4998,0
5346,1
67,0
6869,0
7436,0
7603,0
11308,1
6731,0
8499,1
4892,1
7097,0
7679,1
6640,1
4110,1
5752,0
8543,1
7057,1
629,1
3989,0
1597,1
1615,0
8265,1
4067,0
164,0
11411,0
6913,1
10189,1
6592,1
8995,1
10637,0
1180,1
3312,1
7356,0
5730,0
9735,1
1646,0
9703,0
1697,0
6980,0
1766,1
4026,1
2457,1
6240,0
7908,1
437,1
5134,1
1569,0
705,0
8625,0
2916,0
10424,0
6211,1
10992,1
9285,0
5649,0
3693,1
6950,1
4111,0
10036,1
7404,0
769,1
5238,1
3332,1
4757,0
3975,1
713,0
10612,1
4089,0
2588,0
5944,0
5894,0
406,0
8524,1
5607,0
5018,0
10296,0
11015,0
1309,1
9787,0
2055,0
4731,0
5535,0
2704,1
3588,1
2932,0
5814,1
2341,1
4021,1
5819,1
1817,0
3606,0
6787,0
4577,1
5433,0
3369,1
5132,1
9554,1
5064,0
9536,1
66,1
7999,0
5430,1
4794,1
10519,1
4971,0
3768,1
5836,1
4328,0
6444,1
9754,0
9611,0
2710,1
10349,0
3494,0
6029,0
4137,0
2568,0
9983,0
7776,1
2526,0
9636,0
4437,1
6172,1
11420,0
9734,0
6734,1
2044,1
3905,1
7358,1
1121,1
7292,0
3887,0
6205,0
1174,1
4636,0
315,1
5889,1
11187,1
9757,0
8695,1
3613,1
1478,1
7426,1
3147,1
6817,0
546,1
9090,0
9353,0
9806,0
5916,0
7326,1
6532,1
10692,1
4502,0
50,1
2617,1
9845,1
8883,0
6278,1
9311,0
3019,1
4146,0
674,1
4493,0
10157,0
2296,0
2050,1
8110,1
1164,1
1482,0
1435,1
10540,1
9293,0
8372,0
7,1
2641,1
6174,0
2824,0
10865,1
2072,1
10633,1
4749,0
5060,0
8901,0
3239,1
7346,1
10477,0
8691,0
5006,0
8107,1
6154,1
4166,0
7336,0
3348,0
1691,1
3529,0
3684,0
